Date,Title,Description,Banner,Article Link,Author,Content
25 Jul 2024,Satellite images and doctor testimony reveal Tigray hunger crisis,"Crisis is unfolding in northern Ethiopia - driven by drought, crop failure and insecurity following war.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c10l2vvjy9lo,"25 July 2024ShareSaveAdd as preferred on GooglePeter Mwai, Girmay Gebru and Merlyn ThomasBBC Verify and BBC Tigrinya","A humanitarian crisis is unfolding in the north of Ethiopia, driven by drought, crop failure and continued insecurity in the aftermath of a brutal war..."
24 Jul 2024,Frantic digging at scene of deadly Ethiopia landslides,Families dig with their bare hands for loved ones buried under the mud of landslides. ,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cyr728y2gz7o,"24 July 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Gofa ","At the scene Ethiopia’s deadliest landslides men are still digging through mounds of mud with their bare hands, spades and pick axes to find those mis..."
23 Jul 2024,Ethiopia landslide rescuers pull 229 bodies from mud,"Heavy rains triggered two landslides in the southern area of Gofa, the authorities say.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c728l7ng2q0o,23 July 2024ShareSaveAdd as preferred on GoogleKalkidan Yibeltal in Addis Ababa & Christy Cooney in LondonBBC News,"Rescue teams have so far retrieved the bodies of 229 people killed in two landslides in southern Ethiopia,  a local official has told the BBC. The lan..."
10 Jul 2024,'It was terrifying' - escaping Ethiopia's armed kidnappers,Dozens of students are still missing after being abducted in Ethiopia's kidnapping hotspot a week ago.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cp38yy4p8g3o,"10 July 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa",Bekele's sister is one of dozens of students from Ethiopia's Debark University who have been missing for a week now - she got on a bus to go home at t...
6 Jul 2024,Forget Ethiopia's Spice Girls - this singer salutes the true queens ,Singer Gabriella Ghermandi dismisses suggestions that Ethiopians need to be taught about empowering women.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/cprq92174g5o,6 July 2024ShareSaveAdd as preferred on GooglePenny DaleJournalist,Gabriella Ghermandi recalls with laughter the annoyance she felt about the so-called Ethiopian Spice Girls - charity-backed pop group Yegna that hoped...
3 Jul 2024,The bid to heal the Horn of Africa port controversy,The deal for Somaliland to lease some coastline to Ethiopia triggered a storm - now Turkey is mediating.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67911057,3 July 2024ShareSaveAdd as preferred on GoogleKalkidan Yibeltal in Addis Ababa & Damian Zane in LondonBBC News,Tempers remain high in the Horn of Africa seven months after a New Year's Day deal saw the self-declared republic of Somaliland agree to lease part of...
30 Jun 2024,I recognised my sister in video of refugees captured in Sudan war,Eritreans tell the BBC their relatives are being detained incommunicado by Sudan's military.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c3g3nk15jrdo,30 June 2024ShareSaveAdd as preferred on GoogleTesfalem Araia & Netsanet DebessaiBBC Tigrinya,Mihret Gebru was recently watching with concern two viral videos on her phone which showed people from the Horn of Africa being beaten and assaulted b...
15 Jun 2024,The man bringing Ethiopian coffee culture to London,When Yared Markos moved to England he could not find a coffee shop showcasing his culture in London.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/c4nn4vvrzyqo,15 June 2024ShareSaveAdd as preferred on GoogleLydia WilsonBBC News,"How often do you think about where your coffee actually comes from? We are a nation of coffee lovers, slurping about 98 million cups every day accordi..."
13 Jun 2024,The East African communities uniting for Grenfell justice,Ethiopian and Eritrean communities tell the BBC how they have united in the aftermath of the fire.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/articles/crgg57kd4r1o,13 June 2024ShareSaveAdd as preferred on GoogleAyshea BukshBBC News ,"Of the 72 people who lost their lives in the Grenfell Tower fire seven years ago, the Ethiopian and Eritrean communities were among the hardest hit. T..."
23 Apr 2024,Dozens die after boat capsizes off Djibouti coast,Officials say those aboard were returning home to Ethiopia from Yemen and some are still missing.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68878125,23 April 2024ShareSaveAdd as preferred on GoogleMohamud Bulhan in Godoria & Natasha Booty in LondonBBC News,"At least 33 Ethiopian migrants - including an eight-year-old boy - have died after their boat capsized off the coast of Djibouti, officials have told ..."
22 Apr 2024,Africa run in jeopardy after kidnapping attempt,Security issues in Ethiopia have stalled Keith Boyd's progress as he attempts to beat the record.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-berkshire-68872913,22 April 2024ShareSaveAdd as preferred on GooglePA MediaBBC News,An attempt to beat the world record for the fastest person to run the length of Africa is in jeopardy - after safety issues halted the challenge. Keit...
20 Apr 2024,Ethiopia land violence leaves thousands homeless,"Almost 29,000 people are displaced by fighting along the border of the Tigray and Amhara regions.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68864478,20 April 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News,"Fighting over disputed land along borders of Ethiopia's Tigray and Amhara regions has displaced close to 29,000 people, the United Nations says. Fight..."
18 Apr 2024,Pro cyclist to compete while living in asylum hotel,Trhas Tesfay was a champion cyclist in Ethiopia but came to the UK last year to seek asylum.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-london-68836501,"18 April 2024ShareSaveAdd as preferred on GoogleMarcia Veiga, Luxmy Gopal & Adriana ElguetaBBC News","An Ethiopian champion cyclist who has been living in a west London asylum hotel is to compete in one of London's biggest cycling events. Trhas Tesfay,..."
10 Apr 2024,Top Ethiopian opposition figure shot dead,In recent years Ethiopia has seen an increase in the killing of political and cultural figures.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68779990,"10 April 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","A top Ethiopian opposition figure has been shot dead and his body found on the side of a road in his hometown in Meki, in the troubled Oromia region. ..."
5 Apr 2024,Posters shame customers over bank glitch money,The Commercial Bank of Ethiopia is trying to regain the full $14m withdrawn during a technical glitch.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68740796,"5 April 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa",An Ethiopian bank has put up posters shaming customers it says have not returned money they gained during a technical glitch. Notices bearing their na...
4 Apr 2024,Somalia expels Ethiopian ambassador as row deepens,The two countries have been at loggerheads since January in a dispute over Ethiopia's access to the sea.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68734631,"4 April 2024ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Danai Nesta KupembaBBC News, Addis Ababa & London",Somalia has expelled the Ethiopian ambassador from the country and ordered the closure of two consulates. It accused Ethiopia of infringing on Somalia...
3 Apr 2024,Could emperor's stolen clothes be found in city?,A historian is trying to piece together the puzzle of what happened to an infamous piece of history.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-manchester-68722644,3 April 2024ShareSaveAdd as preferred on GoogleGemma SherlockBBC News,A historian is trying to solve the puzzle of what happened to an African emperor's garments that were stolen 156 years ago - and believes they may hav...
26 Mar 2024,Customers return $10m taken during bank glitch,A technical problem at an Ethiopian bank allowed people to withdraw more money than they held.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68663890,"26 March 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa",Ethiopia's largest bank says it has recovered almost three-quarters of the $14m (£12m) it lost in a glitch that allowed customers to withdraw more mon...
20 Mar 2024,'No escape' for bank clients who profited from glitch,"Customers who don't return money they withdrew face prosecution, an Ethiopian bank chief tells the BBC.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68615717,"20 March 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa",The head of Ethiopia's biggest commercial bank has told the BBC that customers who withdrew more money than was in their accounts because of a glitch ...
18 Mar 2024,Customers withdraw millions after cash machine glitch,Clients at Ethiopia's biggest commercial bank are being urged to return any money that isn't theirs.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-68599027,"18 March 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","Ethiopia's biggest commercial bank is scrambling to recoup large sums of money withdrawn by customers after a ""systems glitch"". The customers discover..."
20 Feb 2024,The Ethiopian schoolchildren surviving on wild berries,About 400 people are thought to have starved to death in six months in Tigray and Amhara regions.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68340938,Unknown,No content found
13 Feb 2024,Pregnant woman among dozens massacred in Ethiopia,"At least 45 civilians were killed in door-to-door raids by Ethiopian troops last month, a rights body says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68283799,13 February 2024ShareSaveAdd as preferred on Google,"At least 45 civilians were killed in door-to-door raids by Ethiopian troops last month in the northern town of Merawi, the country's human rights watc..."
6 Feb 2024,Ethiopia does not wish harm on Somalia - PM Abiy,The prime minster tries to calm tensions following Ethiopia's controversial deal with Somaliland.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68214750,"6 February 2024ShareSaveAdd as preferred on GoogleDamian ZaneBBC News, London","Ethiopia's Prime Minister Abiy Ahmed has said that his country ""does not wish any harm"" on neighbouring Somalia. His comments in parliament came after..."
5 Feb 2024,UK warns of risk of famine in Ethiopia,"James Landale travels with the UK Africa minister to northern Ethiopia, where the situation is deteriorating.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68198484,"5 February 2024ShareSaveAdd as preferred on GoogleJames LandaleDiplomatic correspondent, in Mekelle, Ethiopia","In Ayder hospital in Mekelle, the capital of Ethiopia's Tigray region, the corridors are filled with the hubbub of any busy medical facility. But in t..."
24 Jan 2024,Children starving but Ethiopia downplays famine fears,Reports of hundreds of children dying of starvation are trickling in from remote areas in Tigray.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68061876,24 January 2024ShareSaveAdd as preferred on GoogleAlex de WaalAfrica analyst,Famine is stalking parts of Ethiopia. The epicentre is in the northern Tigray region. Villagers who have not yet recovered from the ravages of the rec...
20 Jan 2024,Ethiopians leap into pool during holy festival,The Ethiopian Orthodox Christian celebration took place despite violent outbursts in Amhara region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68031032,"20 January 2024ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Hanna TemauriBBC News, Gondar",Celebrations have been taking place in Ethiopia's historic holy city of Gondar for the Ethiopian Orthodox Christian festival of Timket. The celebratio...
17 Jan 2024,Somalia turns back Ethiopian plane as port row worsens,The plane was carrying Ethiopian officials to the self-declared republic of Somaliland.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-68006001,"17 January 2024ShareSaveAdd as preferred on GoogleIan WafulaSecurity reporter, BBC News, Nairobi",Somalia has turned away a plane transporting officials from Ethiopia to the self-declared republic of Somaliland in a major escalation of the diplomat...
16 Jan 2024,About 225 starve to death in Tigray towns - officials,There are fears that a famine is looming in the drought-hit and war-scarred Ethiopian region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67986200,"16 January 2024ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Natasha BootyBBC News, Addis Ababa and London","More than 200 people have starved to death since July in Edaga Arbi town, in Ethiopia's drought-hit and war-scarred Tigray region, local authorities s..."
9 Jan 2024,Ethiopia-Somaliland army chiefs meet amid tensions,The two discuss military co-operation as concerns rise over a deal about sea access for Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67921447,"9 January 2024ShareSaveAdd as preferred on GoogleHanna TemuariBBC News, Addis Ababa",The army chiefs of landlocked Ethiopia and the self-declared Republic of Somaliland have been discussing military co-operation as concern grows over a...
2 Jan 2024,Somalia calls Ethiopia agreement act of aggression,"In an angry reaction, Somalia says the Ethiopia-Somaliland deal is a violation of its sovereignty.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67861390,"2 January 2024ShareSaveAdd as preferred on GoogleMohamud Abdiaziz Abdisamad & Kalkidan YibeltalBBC News, Mogadishu & Addis Ababa","Somalia has described an agreement that landlocked Ethiopia made with the self-declared republic of Somaliland over sea access as an act of ""aggressio..."
2 Jan 2024,Ethiopia country profile,"Provides an overview of Ethiopia, including key dates and facts about this east African country.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-13349398,Unknown,This page is no longer being updated. It was last updated on 2 January 2024 Ethiopia is Africa's oldest independent country and its second largest in ...
2 Jan 2024,Ethiopia signs agreement paving way to sea access,The prime minister of the landlocked country has said that sea access was an existential question.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67858566,"2 January 2024ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","Ethiopia has taken the first legal steps on a path that could one day enable the landlocked country to gain access to the sea, its government says. It..."
29 Dec 2023,"Northern Ethiopia facing famine, says official","A Tigray leader says his region is on the verge of starvation, which is denied by the federal government.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67840422,"29 December 2023ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","Ethiopia's war-scarred Tigray region is ""on the verge of a humanitarian catastrophe"" comparable to the famine in 1984-85 that prompted the global fund..."
6 Dec 2023,'How a dance posted to TikTok nearly cost me my life',A clip of two men dancing unleashes a torrent of homophobic hatred in Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67612331,6 December 2023ShareSaveAdd as preferred on GoogleKaine PieriBBC News,"When a clip of two men dancing at a party in Ethiopia was posted to TikTok, it unleashed a torrent of homophobic hatred and eventually forced one of t..."
1 Dec 2023,Ethiopia pilgrims return to Ark of Covenant site,Aksum's authorities say half a million people are there for the first time since the Tigray war ended.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67589089,"1 December 2023ShareSaveAdd as preferred on GoogleGirmay GebruBBC Tigrinya, Aksum","As many as half a million people have descended on Ethiopia's sacred city of Aksum, according to its mayor, for a religious festival taking place for ..."
23 Nov 2023,Fifty die in Ethiopia amid drought and aid freeze,The US and UN paused humanitarian aid in the East African country after allegations of theft.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67505676,"23 November 2023ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Danai Nesta KupembaBBC News, Addis Ababa & London","More than 50 people have died in Ethiopia's northern Tigray and Amhara regions amid drought and an aid freeze, local officials have told the BBC. The ..."
21 Nov 2023,"More than 600,000 displaced by floods in Somalia","The number of displaced people by the rains in Somalia has gone up by 100,000 in just one week, bringing the number to close to 650,000 people.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67480790,Unknown,No content found
16 Nov 2023,Ethiopian artist breaks African art-world record again,Julie Mehretu's painting becomes the most expensive by an African-born artist to be sold at auction.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67437955,16 November 2023ShareSaveAdd as preferred on Google,US-based Ethiopian Julie Mehretu has once again broken the record for the highest sale price of any work by an African-born artist at auction. Her abs...
8 Nov 2023,Heavy fighting flares in historic Ethiopian town,Lalibela is home to famous 13th Century churches that are registered as Unesco world heritage sites.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67361386,"8 November 2023ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Danai Nesta KupembaBBC News, Addis Ababa & London","Fighting has erupted in the historic Ethiopian town of Lalibela, as government forces and local militia have clashed, residents told the BBC. Lalibela..."
8 Nov 2023,"Ethiopia PM eyes Red Sea port, inflaming tensions",Abiy Ahmed says that access to a port is an existential question for his landlocked country.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67332811,8 November 2023ShareSaveAdd as preferred on GoogleAlex de WaalAfrica analyst,Ethiopia is abuzz with rumours of a new war - which would be Prime Minister Abiy Ahmed's fourth in five years. As well as importing weapons and mobili...
7 Nov 2023,Ethiopia plans vote to solve Tigray-Amhara dispute,The row threatens to disrupt the fragile peace following the end of the civil war a year ago.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67330187,"7 November 2023ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Wycliffe MuiaBBC News, Addis Ababa & Nairobi","The territorial dispute between Ethiopia's northern Amhara and Tigray regions will be settled through a referendum, the government says. The row has t..."
2 Nov 2023,Situation 'dire' in Ethiopia's Tigray region despite peace deal,It is a year since a peace deal was agreed to end the bloody conflict in the Tigray region of Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67290495,Unknown,No content found
31 Oct 2023,Facebook algorithms 'supercharged' Ethiopia hate speech,Rights group Amnesty International makes damning allegations against the social media giant.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67275219,"31 October 2023ShareSaveAdd as preferred on GoogleKalkidan Yibeltal & Wycliffe MuiaBBC News, Addis Ababa & Nairobi",Facebook has been accused by rights group Amnesty International of contributing to violence during the brutal two-year conflict in Ethiopia's northern...
28 Oct 2023,Celebrating exiled Ethiopian emperor's time in city,Former emperor of Ethiopia Haile Selassie's connection with Bath is being celebrated in a festival.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-somerset-67227841,28 October 2023ShareSaveAdd as preferred on GoogleClara BullockBBC News,A Black History Month festival will celebrate the former emperor of Ethiopia's connection with Bath. Ethiopian and Rastafari communities are hosting t...
25 Oct 2023,Ethiopian scientist wins highest US science honour,"Gebisa Ejeta, 73, receives the National Medal of Science for developing an improved sorghum hybrid.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-67213442,"25 October 2023ShareSaveAdd as preferred on GoogleAmeyu Etana & Gloria AradiBBC Afaan Oromoo, Nairobi & BBC News, Nairobi","Ethiopian-born scientist Gebisa Ejeta has received the National Medal of Science, the highest state honour attainable by scientists in the United Stat..."
22 Sep 2023,Ethiopia prince's hair returned after 140 years in UK,"Prince Alemayehu, who was taken to the UK aged seven, died at 18 after an unhappy upbringing.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66887597,"22 September 2023ShareSaveAdd as preferred on GoogleHanna TemuariBBC News, Addis Ababa","A lock of hair from a young Ethiopian prince, who died over 140 years ago, has been handed over in the UK to representatives from his home country. In..."
13 Sep 2023,What is Ethiopia's giant dam on the Nile?,Egypt is concerned that Ethiopia is using water from the Nile to fill its giant Renaissance dam.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66776733,13 September 2023ShareSaveAdd as preferred on Google,Egypt has accused Ethiopia of threatening its supply of water from the River Nile. Ethiopia has confirmed that it has finished filling the reservoir a...
11 Sep 2023,Egypt angry as Ethiopia fills Nile dam reservoir,Ethiopia's giant hydroelectric dam on the Blue Nile stokes Egyptian fears of dire water shortages.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66771155,11 September 2023ShareSaveAdd as preferred on GoogleLaurence PeterBBC News,Egypt has voiced anger after Ethiopia announced it had filled the reservoir at a highly controversial hydroelectric dam on the Blue Nile river. Ethiop...
21 Aug 2023,Hundreds of migrants killed by Saudi border guards - report,"Migrants tell the BBC they were shot on the Saudi border as a new report alleges ""mass killings"".",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-middle-east-66545787,21 August 2023ShareSaveAdd as preferred on GooglePaul AdamsDiplomatic correspondent,Saudi border guards are accused of the mass killing of migrants along the Yemeni border in a new report by Human Rights Watch. The report says hundred...
18 Aug 2023,Starvation deaths after Tigray aid halted - official,"The region estimates at least 1,400 have died since a food corruption scam was uncovered in April.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66540039,18 August 2023ShareSaveAdd as preferred on GoogleGirmay Gebru in Mekelle & Mercy Juma in NairobiBBC News,"At least 1,400 people have starved to death in Ethiopia's northern Tigray since food aid was suspended because it was being stolen, an official has sa..."
15 Aug 2023,Why Ethiopia's Amhara militiamen are battling the army,Prime Minister Abiy Ahmed is at the centre of a new conflict after falling out with powerful allies.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66496137,15 August 2023ShareSaveAdd as preferred on Google,Ethiopia's Prime Minister Abiy Ahmed has found himself at the centre of a new conflict - this time in the vitally important Amhara region that marshal...
14 Aug 2023,Air strike kills at least 26 in Ethiopia's Amhara,"The strike was among the most deadly in the region, where the army is fighting a paramilitary force.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66502937,14 August 2023ShareSaveAdd as preferred on GoogleGeorge WrightBBC News,"A suspected air strike in Ethiopia's Amhara region has killed at least 26 people, a hospital official said. The strike in Finote Selam on Sunday was a..."
14 Aug 2023,What's behind Ethiopia's Amhara violence?,Government forces in Ethiopia have been fighting with Amhara militias in a new wave of violence.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-66499620,Unknown,No content found
13 Aug 2023,World famous glove maker looks for buyer,"Pittards, which was founded in 1826, files a notice of intention to appoint administrators.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-somerset-66492308,13 August 2023ShareSaveAdd as preferred on GoogleLaura Jones & Dawn LimbuBBC News,"A world famous leather company, which makes gloves for the royal family and emergency services, has filed a notice of intention to appoint administrat..."
10 Jul 2023,Britons who died in plane crash unlawfully killed,A coroner has ruled the three Britons who died in the 2019 crash in Ethiopia were killed unlawfully.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/business-66158507,"10 July 2023ShareSaveAdd as preferred on GoogleTheo Leggett & Jemma DempseyBusiness correspondent and business reporter, BBC News","Three British people who died in a plane crash were unlawfully killed, a coroner has ruled. Sam Pegram, Oliver Vick and Joanna Toole were among 157 pe..."
22 Jun 2023,From an assistance model to a community-based aid,"The head of the USAID, Samantha Power has told the BBC they are working with local resistance committees in Sudan to get assistance to people in need.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65992831,Unknown,No content found
13 Jun 2023,Ugandan cult members went to Ethiopia to starve,"Their pastor allegedly told them that they would ""meet Jesus Christ"" after fasting for 40 days.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65888108,13 June 2023ShareSaveAdd as preferred on Google,"Eighty members of a Ugandan religious cult who had been convinced to travel to Ethiopia and starve themselves have been repatriated, authorities in Ug..."
8 Jun 2023,US suspends food aid to Ethiopia during major drought,A co-ordinated campaign to divert food from those in need forces USAid to stop donations.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65847429,8 June 2023ShareSaveAdd as preferred on Google,"A US aid agency is suspending food aid to Ethiopia, because it says donations are being diverted from those in need. Ethiopian government agencies and..."
6 Jun 2023,The bridge to Ethiopia carrying Sudan's refugees to safety,Many refugees are relieved to cross the Metema bridge from Sudan into Ethiopia. But getting there is extremely dangerous.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-65822743,Unknown,No content found
