Date,Title,Description,Banner,Article Link,Author,Content
18 Oct 2022,'Hyenas are scavenging on the victims of war',Horrific accounts from a brutal war in Ethiopia that has left tens of thousands dead.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63291747,18 October 2022ShareSaveAdd as preferred on GoogleFarouk Chothia & Teklemariam BekitBBC News,"Hyenas scavenging on the corpses of villagers, cities and towns hit in air strikes, elderly men and young women conscripted into armies - these are th..."
18 Oct 2022,Ethiopia army seizes three towns in Tigray,"The fall of Shire, Alamata and Korem heightens concern for civilians in the 23-month civil war.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63300722,18 October 2022ShareSaveAdd as preferred on GoogleBBC Horn of Africa & Natasha BootyBBC News,Ethiopia says its soldiers have seized three towns in the northern Tigray region from forces it has been fighting in the 23-month civil war. It has pr...
16 Oct 2022,Bloodbath warning as Ethiopia offensive escalates,Cities in Tigray are reportedly being carpet bombed as food and medical supplies are running out.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63275598,"16 October 2022ShareSaveAdd as preferred on GoogleMary HarperAfrica editor, BBC World Service News",Diplomats are warning of a civilian bloodbath in Ethiopia's northern region of Tigray if rebels are pushed out of towns by Ethiopian and Eritrean troo...
13 Oct 2022,'A military drone is flying over my city as I write',"As the war in Ethiopia's Tigray region intensifies, the BBC gets an exclusive report from its main city.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63220323,13 October 2022ShareSaveAdd as preferred on Google,"As the war in Ethiopia's Tigray region escalates once more, civilians are increasingly becoming involved in the fighting. Tigray rebel commanders have..."
12 Oct 2022,Tigray: ‘Worse than anything in the world’,The conflict has seen tens of thousands killed and left its people largely cut off from aid and food supplies.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63235964,Unknown,No content found
12 Oct 2022,Hunted down for avoiding Eritrea military call-up,"Elderly mothers and fathers have been detained after their children went into hiding, sources say.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63208353,12 October 2022ShareSaveAdd as preferred on GoogleTeklemariam Bekit & Farouk ChothiaBBC News,"Eritrean authorities have intensified military mobilisation and are hunting down draft dodgers across the country, as the war in neighbouring Ethiopia..."
9 Oct 2022,Is Ethiopia any closer to finding peace?,Both sides in the two-year long civil war in northern Ethiopia have agreed to attend peace talks in South Africa.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63193772,Unknown,No content found
8 Oct 2022,The doctor who has no drugs to treat his patients,"Ethiopia's conflict has led to those in hospital needlessly dying, a doctor in Tigray tells the BBC.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63166044,8 October 2022ShareSaveAdd as preferred on GoogleDamian ZaneBBC News,"A lack of basic medicine is killing patients in Ethiopia's Tigray region, which is the epicentre of a 23-month civil war and is under blockade. Both s..."
29 Sep 2022,Satellite images capture Ethiopia troop build-up,"Soldiers and heavy weapons are being moved in the northern Tigray region, near the border with Eritrea.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-63061686,"29 September 2022ShareSaveAdd as preferred on GoogleCatherine Byaruhanga & Natalie HigginsBBC News, Nairobi","Satellite images have given a rare glimpse into the resurgence of fighting in Ethiopia's northern Tigray region, one of the world's most hidden confli..."
20 Sep 2022,Eritrea starts huge offensive in Tigray - rebels,A US envoy says the US is aware of Eritrean troops crossing into Ethiopia's Tigray region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62957817,"20 September 2022ShareSaveAdd as preferred on GoogleCatherine ByaruhangaAfrica correspondent, BBC News","Eritrean troops have launched a full-scale offensive in Ethiopia's Tigray region, a spokesman for the Tigrayan rebel group, the TPLF, has said. A US e..."
4 Sep 2022,Ethiopia's skater girls: 'Someone had to be the first',Ethiopian Girl Skaters is a female-only skateboarding group that is challenging stereotypes about what activities Ethiopian girls can and should do.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62690976,Unknown,No content found
1 Sep 2022,Why the war in Ethiopia has reignited once more,"A few weeks ago, it seemed as though peace talks were imminent, so why has fighting resumed in Tigray?",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62717070,1 September 2022ShareSaveAdd as preferred on GoogleAlex de WaalAfrica analyst,"The war in Ethiopia, between the federal government and the Tigray People's Liberation Front (TPLF), has resumed at full scale. The route back to nego..."
30 Aug 2022,Ukraine grain ship with aid for Ethiopia docks,The shipment on board has been arranged by the UN to get wheat to a country with millions in need.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62721228,"30 August 2022ShareSaveAdd as preferred on GoogleCatherine ByaruhangaAfrica correspondent, BBC News, Djibouti","The first shipment of grain from Ukraine to Africa since the war began has docked in Djibouti. The MV Brave Commander is carrying 23,000 tonnes of Ukr..."
26 Aug 2022,WHO boss: I can't help my starving Tigrayan family,Dr Tedros Ghebreyesus says he does not even know who in his family is dead or alive amid the war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62685252,"26 August 2022ShareSaveAdd as preferred on GoogleCecilia Macaulay & Kalkidan YibeltalBBC News, London & Addis Ababa","The World Health Organization (WHO) boss, Dr Tedros Ghebreyesus, has revealed he is unable to send money to his ""starving"" relatives in Ethiopia's war..."
26 Aug 2022,'I don't know even who is dead or who is alive',WHO boss Tedros Ghebreyesus says he is struggling to send money to his starving family in Ethiopia's war-torn Tigray region.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62688887,Unknown,No content found
25 Aug 2022,Why has fighting returned to northern Ethiopia?,BBC's Kalkidan Yibeltal explains what lies behind the renewed violence in northern Ethiopia.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62668199,Unknown,No content found
24 Aug 2022,Fresh Ethiopia clashes shatter humanitarian truce,Ethiopian and Tigrayan forces trade blame for breaking a truce which enabled vital aid deliveries.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62664225,"24 August 2022ShareSaveAdd as preferred on GoogleKalkidan Yibeltal and Phelan ChatterjeeBBC News, Addis Ababa and London","Fierce fighting has erupted in northern Ethiopia between government and regional Tigrayan forces, breaking a five-month humanitarian truce. The truce ..."
19 Aug 2022,Pilots 'overshoot runway after falling asleep',"The Ethiopian Airlines pilots dozed off at 37,000ft but woke to land the plane, an aviation journal says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62602611,19 August 2022ShareSaveAdd as preferred on GoogleMerlyn ThomasBBC News,"Two pilots fell asleep at 37,000ft (11,000m), missing an airport runway before waking to safely land the plane, an aviation publication says. Air traf..."
17 Aug 2022,How virtual reality is preserving African heroes,A team of Ethiopian software engineers has created a virtual reality experience of the Battle of Adwa.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62580391,Unknown,No content found
28 Jul 2022,How Russia and the West are fighting for Africa's heart,The red carpet was laid out for Foreign Minister Sergei Lavrov during his four-nation tour.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62316313,"28 July 2022ShareSaveAdd as preferred on GoogleCatherine ByaruhangaAfrica correspondent, BBC News","While Russia is isolated in the West for waging a war in Ukraine, the red carpet was laid out for Foreign Minister Sergei Lavrov during his four-natio..."
16 Jul 2022,How a beauty queen risked her life to reach the UK,"Selamawit Teklay fled conflict in Ethiopia, but advises others not to risk crossing the English Channel.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61982532,16 July 2022ShareSaveAdd as preferred on Google,"A famous beauty queen from Ethiopia's war-wracked Tigray region, Selamawit Teklay, has described her harrowing ordeal crossing the English Channel to ..."
16 Jul 2022,Ethiopia justice head wants gender violence tackled,Meaza Ashenafi says she is building an objective court that will effectively deal with these crimes.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62177671,Unknown,No content found
5 Jul 2022,Ethiopia's PM condemns mass killing of villagers,"Abiy Ahmed pledges to ""eliminate"" the group that he blames for a second recent attack in Oromia.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-62047993,"5 July 2022ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","A fresh round of attacks against an ethnic group in western Ethiopia has resulted in what Prime Minister Abiy Ahmed has called a ""massacre"". This is t..."
20 Jun 2022,Ethiopia violence: 'Villages full of dead bodies',Eyewitnesses tell the BBC they were left helpless as innocent citizens were slaughtered.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61864392,"20 June 2022ShareSaveAdd as preferred on GoogleKalkidan YibeltalBBC News, Addis Ababa","Eyewitnesses to an outbreak of ethnic violence in western Ethiopia have told the BBC that they were left helpless during attacks, which resulted in th..."
7 Jun 2022,Why I changed my name to 'King',A surge in ethnic pride among Ethiopia’s Oromo community is leading some to ditch their names.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61511681,7 June 2022ShareSaveAdd as preferred on GoogleBerhanu GemechuBBC News Afaan Oromoo,"A surge in ethnic pride among Ethiopia's Oromo community, the country's largest ethnic group, is leading some, like Moti Begi, to change their names. ..."
29 May 2022,'It's a red card if you don't wash your hands',"Beza, also known as Mama Whistle, explains her strict hygiene rules for her restaurant in Addis Ababa.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61607602,Unknown,No content found
27 May 2022,"Sudden arrest of 4,000 spells fear in Ethiopia","Politicians, journalists and militia men are targeted, leaving former allies feeling betrayed.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61591159,27 May 2022ShareSaveAdd as preferred on GoogleAndrew HardingBBC Africa correspondent,"Ethiopia's government has launched a crackdown against a powerful and increasingly autonomous regional security force, in a bold, and potentially risk..."
10 May 2022,Ethiopia university denies aiding grave destruction,Gondar University responds to a BBC report that there was a campaign to cover up war-crime evidence.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61387303,10 May 2022ShareSaveAdd as preferred on Google,Ethiopia's Gondar University has denied reports that some of its experts helped Amhara militia destroy evidence of mass graves containing bodies of Ti...
6 May 2022,Ethiopia war-crime evidence burned - witnesses,"Mass graves are being dug up to hide evidence of killing in western Tigray, witnesses say.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61335530,6 May 2022ShareSaveAdd as preferred on GoogleLucy KassaJournalist,The remains of hundreds of people are being deliberately destroyed in an organised campaign to dispose of evidence of ethnic cleansing in the west of ...
24 Apr 2022,'I prefer to be in the pandemic than in war',"In the historic Ethiopian town of Lalibela, civil war and Covid-19 have left many without livelihoods.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61196572,Unknown,No content found
22 Apr 2022,The Ethiopians queuing to fight for Russia,Ethiopians queue outside the embassy after being told 'the Russians were looking for ex-service members'.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61192801,Unknown,No content found
13 Apr 2022,Ukraine focus shows bias against black lives - WHO,The WHO chief says a fraction of the help given to Ukraine has been given to other humanitarian crises.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-61101732,13 April 2022ShareSaveAdd as preferred on Google,The head of the World Health Organisation (WHO) says the world does not give equal attention to emergencies affecting black and white people. Tedros A...
6 Apr 2022,War crimes probe details Ethiopia ethnic cleansing,"""We will erase you from this land,"" a trader says he was told by Amhara security forces.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-61009077,6 April 2022ShareSaveAdd as preferred on Google,"Tigrayans are being targeted in a campaign of ethnic cleansing in part of Ethiopia's conflict-hit northern Tigray region, a joint investigation has fo..."
3 Apr 2022,Inside the city cut off by Ethiopia's war,A resident of conflict-hit Tigray gives a rare insight into life there after 17 months of war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60943889,3 April 2022ShareSaveAdd as preferred on Google,A truce declared last week by Ethiopia to allow the delivery of aid to the northern Tigray region has offered some hope that the 17-month civil war th...
26 Mar 2022,The women who paid the price of Ethiopia's civil war,The BBC speaks to victims of sexual violence as rights groups say rape was used as a weapon of war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60648163,26 March 2022ShareSaveAdd as preferred on Google,"A truce has been declared in Ethiopia's 16-month civil war, to allow aid to be delivered to hundreds of thousands of people facing starvation. The con..."
26 Mar 2022,Ethiopia civil war: There was no point in screaming,Three women tell their stories and chilling accounts of physical and sexual abuse.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60855250,Unknown,No content found
25 Mar 2022,Rebels agree Ethiopia truce for aid deliveries,"The civil war has left millions needing food aid, yet none has been delivered to Tigray for months.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60861900,25 March 2022ShareSaveAdd as preferred on Google,Rebel forces fighting in northern Ethiopia have agreed to a government offer of a truce to allow aid deliveries to reach millions of people in urgent ...
6 Mar 2022,Viewpoint: Why African wars get different treatment,"The global response to the conflict in Ukraine highlights a double standard, writes Maher Mezahi.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60603232,6 March 2022ShareSaveAdd as preferred on Google,"In our series of letters from African writers, Algerian-Canadian journalist Maher Mezahi reflects on the different way that conflicts in Europe and Af..."
28 Feb 2022,How the UK's borders bill will affect LGBTQ+ people,Activists say the Nationality and Borders Bill will add to trauma faced by LGBTQ+ asylum seekers.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/uk-england-london-60510561,Unknown,No content found
20 Feb 2022,Controversial Ethiopia dam starts generating power,"A ""monumental day"" for Ethiopia but Egypt and Sudan fear it will reduce their share of Nile waters.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60451702,20 February 2022ShareSaveAdd as preferred on Google,"A controversial Ethiopian dam on the Blue Nile river began generating electricity for the first time on Sunday, according to state TV. The $4.2bn (£3...."
12 Feb 2022,The hidden side of Ethiopia's brutal civil war,"The BBC gains rare access to the country, hearing from civilians caught in the crossfire.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60333219,Unknown,No content found
6 Feb 2022,African leaders complain about 'wave of coups',"The military has seized power in five countries in the past year, mostly in West Africa.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60281271,6 February 2022ShareSaveAdd as preferred on Google,"African leaders have complained about a ""wave"" of coups, after five military takeovers in the past year. The number of coups in Africa had been fallin..."
31 Jan 2022,Who's sending armed drones to Ethiopia?,"There's concern about the use of armed drones, supplied by foreign governments, in Ethiopia.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/60045176,31 January 2022ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,Dozens of people have been killed in airstrikes in the northern Ethiopian region of Tigray in recent months. Some of the attacks have involved the use...
28 Jan 2022,Doctors among those begging for food in Tigray,"As the UN sounds the alarm over hunger in northern Ethiopia, a doctor describes what health workers face.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60169326,28 January 2022ShareSaveAdd as preferred on Google,"Some of the nurses and doctors at the biggest hospital in Ethiopia's war-torn Tigray region are having to beg for food to feed themselves, one of the ..."
21 Jan 2022,False banana offers hope for warming world,"The banana-like crop has the potential to feed more than 100 million people, according to research.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/science-environment-60074407,21 January 2022ShareSaveAdd as preferred on GoogleHelen BriggsScience correspondent,"Scientists say the plant enset, an Ethiopian staple, could be a new superfood and a lifesaver in the face of climate change. The banana-like crop has ..."
20 Jan 2022,UN Secretary General: 'Fighting must stop in Ethiopia',UN Secretary General Antonio Guterres says hostilities must end in Ethiopia so aid can be distributed effectively in the country.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-60076161,Unknown,No content found
8 Jan 2022,Airstrike kills dozens at Tigray camp - aid staff,Aid workers in northern Ethiopia say 56 people are killed in a strike on a camp for the displaced.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59921355,8 January 2022ShareSaveAdd as preferred on Google,"Fifty-six people have been killed and dozens more injured in an airstrike on a camp for the displaced in northern Ethiopia, aid workers say. Images on..."
8 Jan 2022,Ethiopia frees rebel leaders in Christmas amnesty,Prime Minister Abiy Ahmed says the prisoners are being released in a bid to promote reconciliation.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59919539,8 January 2022ShareSaveAdd as preferred on Google,"Ethiopia's government says it will free several prominent opposition figures as the country marks Orthodox Christmas. Speaking on Friday, Prime Minist..."
6 Jan 2022,The baby whose hungry mother can't feed him,The hospital treating Surafeal in Ethiopia's Tigray region is also running out of food.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59893216,6 January 2022ShareSaveAdd as preferred on GoogleCatherine ByaruhangaBBC News Africa correspondent,"Three-month old Surafeal Mearig lies helpless at the biggest hospital in Ethiopia's war-torn region of Tigray. His eyes are wide open, and his ribs pr..."
20 Dec 2021,Ethiopia military retakes world heritage site,"Tigray forces have left Lalibela, a town famous for its rock-hewn churches.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59726191,"20 December 2021ShareSaveAdd as preferred on GoogleTeklemariam  BekitBBC Tigrinya, Nairobi",The Ethiopian military has regained control of the historic town of Lalibela from Tigrayan rebels. The Tigray People's Liberation Front (TPLF) said it...
18 Dec 2021,Ethiopian civil war divides diaspora in the US,The conflict has deeply divided the Ethiopian community in Washington DC - the largest in the US.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-us-canada-59702496,Unknown,No content found
15 Dec 2021,How Ethiopia's PM led fight-back against rebels,Abiy Ahmed has thwarted a rebel advance on the capital a year into a brutal civil war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59552888,15 December 2021ShareSaveAdd as preferred on GoogleFarouk ChothiaBBC News,Ethiopia's Prime Minister Abiy Ahmed evoked memories of the country's kings and emperors by going to the front lines to lead a dramatic fightback agai...
12 Dec 2021,Ethiopia world heritage site back in rebel hands,Tigray forces had left Lalibela 11 days ago as federal forces and their allies had been advancing.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59628178,12 December 2021ShareSaveAdd as preferred on Google,"Rebels from Ethiopia's northern Tigray region have retaken the historic town of Lalibela, witnesses have said. There was reportedly no exchange of fir..."
9 Dec 2021,Looting halts critical food aid in Ethiopia towns,"Aid workers faced extreme intimidation and were held at gunpoint by looters, the UN says.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59588956,9 December 2021ShareSaveAdd as preferred on Google,The World Food Programme (WFP) has suspended distribution of food aid in two northern Ethiopian towns after gunmen looted its warehouses. Looters from...
3 Dec 2021,Ethiopia closes schools to boost war effort,The government wants secondary school students to harvest crops to help frontline fighters.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59524707,3 December 2021ShareSaveAdd as preferred on Google,"Ethiopian authorities have closed all secondary schools so pupils can harvest crops for those on the frontline of the civil war, state-affiliated medi..."
1 Dec 2021,Ethiopia retakes world heritage site - government,"Tigray rebels took control of Lalibela, famous for its 13th Century rock-hewn churches, in August.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59493729,1 December 2021ShareSaveAdd as preferred on Google,"Ethiopian troops have recaptured the historic town of Lalibela from Tigrayan rebels, the government has said. This is the latest victory claimed by th..."
29 Nov 2021,'Hurry he's escaping' - civilians hunt rebels in Ethiopia,Ethiopians tell the BBC they are willing to give up their lives to defend their country against rebels.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59433271,"29 November 2021ShareSaveAdd as preferred on GoogleAndrew HardingAfrica correspondent, BBC News","After dark, in a residential neighbourhood in Ethiopia's capital, Addis Ababa, dozens of civilian volunteers were busy patrolling their streets one ni..."
24 Nov 2021,Ethiopia's Olympic heroes ready to join war,Haile Gebrselassie and Feyisa Lilesa back the PM's call to go to the front line of the Tigray war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59393463,24 November 2021ShareSaveAdd as preferred on Google,Ethiopian Olympic heroes Haile Gebrselassie and Feyisa Lilesa say they are ready to go to the front line in the war against rebel forces. Their announ...
23 Nov 2021,Ethiopia escalation prompts foreign exodus call,"Germany and France are the latest countries to advise citizens to leave, as the UN relocates staff.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59395482,23 November 2021ShareSaveAdd as preferred on Google,"Germany and France have become the latest countries to advise their citizens to leave Ethiopia, amid an escalation in the country's civil war. The US ..."
23 Nov 2021,Ethiopia's PM vows to lead from the war front,Abiy Ahmed has said he will go to the front line to face Tigrayan rebels in the country's civil war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59386181,23 November 2021ShareSaveAdd as preferred on Google,Ethiopia's prime minister has said he will go himself to the front line to face rebels who are reported to be inching closer to the capital as civil w...
23 Nov 2021,Why Facebook and Twitter are under fire in Ethiopia,Critics say social media firms are not doing enough to curb online hate speech around Ethiopia's war.,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/59251942,23 November 2021ShareSaveAdd as preferred on GooglePeter MwaiBBC Reality Check,Social media giants Facebook and Twitter have come under fire over their roles in the ongoing conflict in Ethiopia. Critics say they are not doing eno...
21 Nov 2021,Mass arrests and ethnic profiling haunt Ethiopia,"As rebel forces advance towards the capital, at least 1,000 ethnic Tigrayans have been detained.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59347230,"21 November 2021ShareSaveAdd as preferred on GoogleAndrew HardingAfrica correspondent, BBC News",The arrest of two prominent professors in Ethiopia's capital has given new focus to allegations that the authorities are engaged in a ruthless crackdo...
18 Nov 2021,US secretary of state on crises in Sudan and Ethiopia,"The US Secretary of State, Antony Blinken, says there's a real risk of Ethiopia pulling apart if a diplomatic solution isn’t found.",https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59341172,Unknown,No content found
18 Nov 2021,How Ethiopia's once mighty army has been outflanked,Ethiopia's army used to be one of the strongest in Africa so how have rebels made such rapid gains?,https://static.files.bbci.co.uk/bbcdotcom/web/20260609-143108-fe43574f32-web-3.9.0-5/grey-placeholder.png,https://www.bbc.com/news/world-africa-59288744,18 November 2021ShareSaveAdd as preferred on GoogleFarouk ChothiaBBC News,"Once a formidable force that commanded the respect of the US, the Ethiopian army has suffered such heavy losses on the front lines that the government..."
